Date,Open,High,Low,Close,Volume
2008-01-02,27632.2,27853.6,27299.4,27560.5
2008-01-03,27050,27223.7,26864.1,26887.3
2008-01-04,27004.3,27596.8,26994.8,27519.7
2008-01-07,26962.5,27186.1,26698.5,27179.5
2008-01-08,27467,27637.6,27088.7,27112.9
2008-01-09,26847.5,27625.8,26757,27615.8
2008-01-10,27426.4,27596.5,27115.8,27230.8
2008-01-11,27435.5,27593.7,26725.9,26867
2008-01-14,27019.1,27142.9,26464.6,26468.1
2008-01-15,26728.9,26800.5,25823.5,25837.8
2008-01-16,25131.1,25131.1,24320,24450.8
2008-01-17,24705.1,25381.9,23957.6,25115
2008-01-18,24247.2,25378.2,24134.2,25201.9
2008-01-21,24459,24650.3,23770.1,23818.8
2008-01-22,22624.3,22713.7,21709.6,21757.6
2008-01-23,23359.2,24240,22647.3,24090.2
2008-01-24,24396.8,24966.2,23478.9,23539.3
2008-01-25,24801.5,25243.6,24483.9,25122.4
2008-01-28,24342.4,24384.3,23586.5,24053.6
2008-01-29,24640.1,24736.8,24229.1,24291.8
2008-01-30,24605.2,24631.6,23586.4,23653.7
2008-01-31,23789.7,23887.2,23052.9,23455.7
2008-02-01,23791.9,24238.3,23322.1,24123.6
2008-02-04,24885.1,25101.4,24728.5,25032.1
2008-02-05,24710.1,24962,24504.5,24808.7
2008-02-06,23458.2,23592.3,23284,23469.5
2008-02-11,23404.7,23404.7,22569.5,22616.1
2008-02-12,22953.8,23146.4,22891.2,22921.7
2008-02-13,23330.1,23534.5,22938.1,23169.6
2008-02-14,23893.5,24140.3,23756.4,24021.7
2008-02-15,23511.5,24208.5,23446.4,24148.4
2008-02-18,24344.3,24413.9,23735.9,23759.2
2008-02-19,24040.7,24402.6,24025.1,24123.2
2008-02-20,24265.3,24265.3,23481.1,23590.6
2008-02-21,23957.6,24003.6,23500.9,23623
2008-02-22,23233.9,23420.3,23077.5,23305
2008-02-25,23546.1,23553,23165,23269.1
2008-02-26,23564.8,23762.4,23395.2,23714.8
2008-02-27,24161.2,24610.4,24111.6,24483.8
2008-02-28,24373.9,24841.2,24205,24591.7
2008-02-29,24226.8,24370.7,24010.5,24331.7
2008-03-03,23491.6,23738.7,23458.9,23585
2008-03-04,23858,23923.2,23060.9,23119.9
2008-03-05,23066.6,23268.4,22873.3,23114.3
2008-03-06,23360.7,23615.2,23254.3,23342.7
2008-03-07,22694.2,22836.8,22447.8,22501.3
2008-03-10,22387.2,22725.2,22034.8,22705.1
2008-03-11,22634.7,22995.3,22263.3,22995.3
2008-03-12,23737.7,23737.7,23139.4,23422.8
2008-03-13,22925.4,23007.6,22251.2,22301.6
2008-03-14,22536.1,22747.1,22151.5,22237.1
2008-03-17,21318,21473.4,21041.2,21084.6
2008-03-18,21444.6,21467.2,20572.9,21384.6
2008-03-19,22191.9,22191.9,21779.8,21866.9
2008-03-20,21173.3,21471.7,20896.1,21108.2
2008-03-25,21841.8,22529.8,21691.6,22464.5
2008-03-26,22581.8,22811.3,22428.4,22617
2008-03-27,22312.6,22758.9,22205.2,22664.2
2008-03-28,22750.3,23313.9,22721.2,23285.9
2008-03-31,22997,23077.8,22700.8,22849.2
2008-04-01,23084.9,23305.7,22700.5,23137.5
2008-04-02,24133.8,24195.3,23858.9,23872.4
2008-04-03,23947.6,24334.2,23937.3,24264.6
2008-04-07,24484.8,24642,24269.6,24578.8
2008-04-08,24507.1,24557.4,24212.6,24311.7
2008-04-09,24293.4,24492,23921.2,23984.6
2008-04-10,24101.4,24214.6,23905.6,24187.1
2008-04-11,24442.3,24681.5,24322.1,24667.8
2008-04-14,23968,24070.2,23753,23811.2
2008-04-15,23950.4,24043.9,23613.5,23901.3
2008-04-16,24075.7,24194.2,23749.7,23878.3
2008-04-17,24369.8,24442.1,24150.5,24259
2008-04-18,24234.5,24400.9,24107.2,24197.8
2008-04-21,24821,24887.1,24668.3,24721.7
2008-04-22,24460.6,24965.7,24413.2,24939.2
2008-04-23,25000.5,25361.3,24919.7,25289.2
2008-04-24,25776.3,25861.7,25603.6,25680.8
2008-04-25,25853,25853,25437.8,25516.8
2008-04-28,25613.2,25717.4,25567.6,25666.3
2008-04-29,25662,26038.6,25633.5,25914.2
2008-04-30,25998.3,26066.5,25731.6,25755.3
2008-05-02,26325,26374.1,26173.8,26241
2008-05-05,26321.6,26387.4,26118.6,26183.9
2008-05-06,26084.6,26315,26072.6,26262.1
2008-05-07,26378,26378,25471.2,25610.2
2008-05-08,25442.5,25616.9,25353.5,25449.8
2008-05-09,25401.9,25483.8,24911.3,25063.2
2008-05-13,25190.2,25601.6,25032.2,25552.8
2008-05-14,25461.4,25546.8,25108.1,25533.5
2008-05-15,25719,25736.6,25208.2,25513.7
2008-05-16,25665.6,25748.3,25533.6,25618.8
2008-05-19,25592.2,25822,25592.2,25742.2
2008-05-20,25692.3,25702.9,25042.1,25169.5
2008-05-21,24828,25498.1,24820.2,25460.3
2008-05-22,24984.3,25057.5,24700.5,25043.1
2008-05-23,25085.3,25128.4,24693.6,24714.1
2008-05-26,24234.3,24331.7,24100.3,24127.3
2008-05-27,24239.1,24441.1,24221.3,24282
2008-05-28,24209,24338.7,24178.7,24249.5
2008-05-29,24542.1,24542.1,24222.1,24384
2008-05-30,24448.4,24585.8,24289.8,24533.1
2008-06-02,24542.3,24923.3,24453.8,24831.3
2008-06-03,24556.2,24590.6,24254.9,24375.8
2008-06-04,24327.7,24462.6,24123.2,24123.2
2008-06-05,24150.5,24321.7,24004,24255.3
2008-06-06,24505.6,24524.6,24392.8,24402.2
2008-06-10,23689.2,23741.1,23343.2,23375.5
2008-06-11,23289,23486.2,23178,23327.6
2008-06-12,22820.9,23023.8,22695.1,23023.8
2008-06-13,22920.8,22984.1,22592.3,22592.3
2008-06-16,22814.2,23233,22814.2,23029.7
2008-06-17,23008.1,23128.6,22872.3,23058
2008-06-18,23114.4,23492.2,22947,23325.8
2008-06-19,22849.3,22999.7,22733.8,22797.6
2008-06-20,22818,23411.6,22745.6,22745.6
2008-06-23,22407.1,22830.4,22384.6,22715
2008-06-24,22697.2,22731.5,22456,22456
2008-06-25,22745.2,22827.6,22567.9,22635.2
2008-06-26,22742.5,22885.3,22441.5,22455.7
2008-06-27,21901.3,22201.5,21773.7,22042.3
2008-06-30,22237.9,22237.9,21997.7,22102
2008-07-02,21785.4,21938.2,21555.5,21704.4
2008-07-03,21389.5,21742.1,21163.6,21242.8
2008-07-04,21402.2,21534.1,21344.8,21423.8
2008-07-07,21402.7,21916.2,21402.7,21913.1
2008-07-08,21632.7,21684.2,21098.8,21220.8
2008-07-09,21740.8,21954.2,21532,21805.8
2008-07-10,21562.1,22020.7,21498.9,21821.8
2008-07-11,21834.6,22225.4,21761,22184.6
2008-07-14,22205,22360.3,21871.6,22014.5
2008-07-15,21644,21644,21077.2,21174.8
2008-07-16,20988.7,21334.4,20988.7,21223.5
2008-07-17,21825.2,21892.5,21672.3,21734.7
2008-07-18,22010.9,22010.9,21677.2,21874.2
2008-07-21,22523.3,22645.5,22455,22532.9
2008-07-22,22430.6,22690.7,22393.1,22527.5
2008-07-23,22900.8,23134.6,22871,23134.6
2008-07-24,23330.9,23369.1,23062.6,23087.7
2008-07-25,22751.5,22843.2,22542.1,22740.7
2008-07-28,22801.8,22862,22619.2,22687.2
2008-07-29,22265.9,22265.9,22089.1,22258
2008-07-30,22637.3,22751,22573.2,22690.6
2008-07-31,22878.8,22878.8,22695.7,22731.1
2008-08-01,22497.9,22881.3,22207.3,22862.6
2008-08-04,22630.6,22713.6,22425.1,22514.9
2008-08-05,22225.1,22225.1,21739.2,21949.8
2008-08-07,22403.2,22424.5,21915.3,22104.2
2008-08-08,21997.6,22230.6,21690.6,21885.2
2008-08-11,22020.5,22235.5,21859.3,21859.3
2008-08-12,21992.2,22309.3,21640.9,21640.9
2008-08-13,21270.8,21665.8,21223.4,21293.3
2008-08-14,21302.7,21453.5,21109,21392.7
2008-08-15,21383.7,21383.7,20994.5,21160.6
2008-08-18,21163,21206.6,20751.1,20930.7
2008-08-19,20675.8,20902.5,20484.4,20484.4
2008-08-20,20388.8,20971.2,20388.8,20931.2
2008-08-21,20762.7,20762.7,20350.5,20392.1
2008-08-25,20739.5,21108.2,20739.5,21104.8
2008-08-26,20849.1,21173.6,20785.8,21056.7
2008-08-27,21104.6,21464.7,21104.6,21464.7
2008-08-28,21546.9,21546.9,20857,20972.3
2008-08-29,21289.7,21474.3,21224,21261.9
2008-09-01,20999.3,21031.1,20844.2,20906.3
2008-09-02,20956.9,21066.6,20595.6,21042.5
2008-09-03,20964.8,20964.8,20526.7,20585.1
2008-09-04,20545.4,20621.5,20356.5,20389.5
2008-09-05,19833.9,19987.2,19708.4,19933.3
2008-09-08,20840.7,20840.7,20638,20794.3
2008-09-09,20439.5,20543.2,20300,20491.1
2008-09-10,20114.8,20284,19951.3,19999.8
2008-09-11,19854.8,19854.8,19220.3,19388.7
2008-09-12,19432.7,19525.6,19157.7,19352.9
2008-09-16,18325.7,18538.5,18019.2,18300.6
2008-09-17,18691.3,18699.2,17637.2,17637.2
2008-09-18,17120.2,17850,16283.7,17632.5
2008-09-19,18878.3,19327.7,18588.1,19327.7
2008-09-22,19869,19869,19137.7,19632.2
2008-09-23,19178.5,19302.8,18872.8,18872.8
2008-09-24,18954.3,19291,18862.9,18962
2008-09-25,19003.2,19248.7,18870.1,18934.4
2008-09-26,18909.6,18936.9,18500.1,18682.1
2008-09-29,18742.2,18742.2,17796.3,17880.7
2008-09-30,16898.3,18029.8,16799.3,18016.2
2008-10-02,17870.4,18285.7,17631.7,18211.1
2008-10-03,17789,17926.1,17682.4,17682.4
2008-10-06,17156.2,17241.8,16790.9,16803.8
2008-10-08,16108,16422.5,15431.7,15431.7
2008-10-09,15598.2,15990.2,15550.9,15943.2
2008-10-10,14717.5,14910.5,14398.5,14796.9
2008-10-13,15156.2,16376.4,14754.6,16312.2
2008-10-14,17141.1,17141.1,16615,16832.9
2008-10-15,16609.1,16609.1,15961.9,15998.3
2008-10-16,14902.3,15230.5,14578.5,15230.5
2008-10-17,15081.5,15300.1,14554.2,14554.2
2008-10-20,14691.9,15472.7,14691.8,15323
2008-10-21,15617,15617,14884.1,15041.2
2008-10-22,14878.2,15161.7,14038.4,14266.6
2008-10-23,13596.3,14032.2,13403.3,13760.5
2008-10-24,13478.6,13478.6,12618.4,12618.4
2008-10-27,12372.8,12736.8,10676.3,11015.8
2008-10-28,11154.6,12596.3,11133.9,12596.3
2008-10-29,12807.3,13307.4,12333.9,12702.1
2008-10-30,13280.4,14329.8,13280.4,14329.8
2008-10-31,14037.4,14122.8,13517.4,13968.7
2008-11-03,14436,14889.1,14272.2,14344.4
2008-11-04,14337.6,14539.6,13853.2,14384.3
2008-11-05,15045.5,15317.8,14750,14840.2
2008-11-06,14081.8,14081.8,13674.1,13790
2008-11-07,13273.1,14254.2,13273.1,14243.4
2008-11-10,15033.2,15148,14453.6,14744.6
2008-11-11,14323,14853.8,13926.7,14040.9
2008-11-12,14155.3,14256.1,13626.3,13939.1
2008-11-13,13068.9,13373.1,12943.1,13221.3
2008-11-14,13749.5,13749.5,13493.9,13542.7
2008-11-17,13584.3,13738.1,13277.6,13529.5
2008-11-18,13298.9,13363.6,12676.3,12915.9
2008-11-19,12827.4,13179.3,12738.5,12815.8
2008-11-20,12171,12298.6,11976.9,12298.6
2008-11-21,11814.8,13048.5,11814.8,12659.2
2008-11-24,12239.5,12707.2,12239.5,12457.9
2008-11-25,13012,13090.9,12767.4,12878.6
2008-11-26,12990.3,13369.5,12990.3,13369.5
2008-11-27,13901.5,13930.9,13332.9,13552.1
2008-11-28,13550.3,13896.5,13550.3,13888.2
2008-12-01,13775.3,14253.7,13659.4,14108.8
2008-12-02,13373,13513.5,13344.6,13405.8
2008-12-03,13598.6,13778,13573.4,13588.7
2008-12-04,13857.3,13883.9,13459.6,13509.8
2008-12-05,13718.9,13875.1,13656.9,13846.1
2008-12-08,14303.2,15044.9,14303.2,15044.9
2008-12-09,15032.3,15205.3,14717.5,14753.2
2008-12-10,14946,15579,14946,15577.7
2008-12-11,15533.6,15781,15337.7,15613.9
2008-12-12,15287.7,15393.1,14479.2,14758.4
2008-12-15,15363.5,15386.9,15007.4,15047
2008-12-16,15018.5,15217.2,14819.7,15130.2
2008-12-17,15545,15557.5,15179.4,15460.5
2008-12-18,15335.3,15548.3,15301.2,15497.8
2008-12-19,15235.2,15444.3,15015,15127.5
2008-12-22,15177.1,15227.4,14622.4,14622.4
2008-12-23,14472,14491.8,14084.9,14220.8
2008-12-24,13855.9,14300.7,13855.9,14184.1
2008-12-29,14080.9,14332,13924.3,14328.5
2008-12-30,14476.7,14513.5,14189.1,14235.5
2008-12-31,14377.5,14527.1,14302.2,14387.5
2009-01-02,14448.2,15042.8,14412.1,15042.8
2009-01-05,15349.3,15563.3,15128.3,15563.3
2009-01-06,15612.5,15651.6,15367.9,15509.5
2009-01-07,15759.5,15763.5,14976.7,14987.5
2009-01-08,14755.8,14755.8,14334.2,14415.9
2009-01-09,14530.8,14673.6,14297.4,14377.4
2009-01-12,14312.3,14312.3,13895,13971
2009-01-13,13930.3,14118.9,13644.5,13668
2009-01-14,13807,14019,13675,13704.6
2009-01-15,13136.2,13300.8,12904,13243
2009-01-16,13279,13423.2,13113.5,13255.5
2009-01-19,13414.1,13519.2,13097.5,13340
2009-01-20,12854.4,13160.9,12816.2,12959.8
2009-01-21,12534.6,12762.5,12439.1,12583.6
2009-01-22,12844.4,12895.2,12657.1,12658
2009-01-23,12542,12734.8,12469.8,12578.6
2009-01-29,13560.1,13560.1,13109.3,13154.4
2009-01-30,12958.1,13390.1,12899.6,13278.2
2009-02-02,13194,13239.5,12733.3,12861.5
2009-02-03,12991.5,13066,12729,12776.9
2009-02-04,13029.4,13108.7,12975.3,13063.9
2009-02-05,13084.8,13492.5,13018.6,13178.9
2009-02-06,13535.8,13660.2,13322.6,13655
2009-02-09,13865.6,13865.6,13561.5,13769.1
2009-02-10,13787.1,13976.3,13663.4,13880.6
2009-02-11,13546.1,13600,13363.1,13539.2
2009-02-12,13439.6,13478.7,13174,13228.3
2009-02-13,13314.8,13576.3,13314,13554.7
2009-02-16,13559.8,13559.8,13257.3,13455.9
2009-02-17,13195.5,13195.5,12933.9,12945.4
2009-02-18,12783.8,13031.3,12712.3,13016
2009-02-19,12873.1,13055.7,12788.1,13023.4
2009-02-20,12719.1,12816.8,12669.6,12699.2
2009-02-23,12778,13208,12778,13175.1
2009-02-24,12789.3,12814.4,12634.8,12798.5
2009-02-25,12979.9,13148.3,12858.3,13005.1
