Date,Open,High,Low,Close,Volume
2009-07-06,2293.32,2293.68,2261.29,2264.87,287318496
2009-07-07,2277.05,2292.04,2263.52,2272.26,312649312
2009-07-08,2250.08,2292.04,2235.45,2257.86,536731712
2009-07-09,2262.57,2314.62,2262.34,2307.61,411649088
2009-07-10,2310.42,2316.09,2262.34,2307.98,266157104
2009-07-13,2313.44,2313.44,2258.72,2269.13,264152992
2009-07-14,2303.44,2315.19,2291.86,2310.55,278091008
2009-07-15,2319.4,2389.42,2291.86,2378.62,500587584
2009-07-16,2423.37,2434.12,2393.66,2401.02,566658304
2009-07-17,2416.43,2430.96,2389.29,2430.96,382345504
2009-07-20,2433.66,2471.28,2423.6,2457.55,501423616
2009-07-21,2465.01,2469.31,2446.45,2450.85,437823104
2009-07-22,2465.83,2485.12,2443.81,2450.83,458930912
2009-07-23,2455.51,2484.9,2455.51,2484.9,468164800
2009-07-24,2512.74,2533.43,2503.38,2529.71,495883584
2009-07-27,2541.82,2585.27,2541.82,2577.57,451544800
2009-07-28,2584.73,2638.88,2564.77,2624.04,715669696
2009-07-29,2626.17,2642.79,2567.66,2604.06,703560576
2009-07-30,2613.77,2636.19,2593.39,2632.26,377723392
2009-07-31,2653.21,2659.2,2635.23,2659.2,542878400
2009-08-03,2648.17,2682.47,2632.98,2681.64,459872608
2009-08-04,2696.72,2700.78,2632.98,2648.76,536793504
2009-08-05,2661.88,2665.24,2593.61,2604.57,584260992
2009-08-06,2613.77,2626.84,2590.64,2607.31,361277088
2009-08-07,2593.27,2594.81,2542.34,2548.33,369001696
2009-08-11,2569.11,2607,2565.96,2597.3,705536512
2009-08-12,2578.16,2594.71,2564,2571.31,541486528
2009-08-13,2603.05,2632.58,2564,2616.97,566494080
2009-08-14,2639.64,2647.64,2610.19,2631.51,397472192
2009-08-17,2588.97,2591.71,2545.49,2545.98,371020608
2009-08-18,2542.52,2591.71,2532.72,2567.72,461179488
2009-08-19,2570.09,2576.09,2521.36,2522.78,433119392
2009-08-20,2539.79,2576.09,2521.36,2559.57,340920288
2009-08-21,2569.3,2570.66,2532.37,2544.86,331543104
2009-08-24,2596.61,2616.28,2586.36,2610.27,412173184
2009-08-25,2598.59,2625.1,2574.79,2618.76,430670784
2009-08-26,2628.64,2638.99,2574.79,2628.43,330154688
2009-08-27,2611.17,2647.94,2610.81,2644.64,319357888
2009-08-28,2643.71,2648.17,2630.81,2642.8,267827904
2009-08-31,2667.82,2667.82,2592.9,2592.9,363869184
2009-09-01,2601.88,2633.02,2588.65,2591.62,344060800
2009-09-02,2563.49,2582.51,2560.15,2570.51,542710208
2009-09-03,2575.64,2598.36,2573.88,2598.36,497801984
2009-09-04,2610.56,2622.69,2573.88,2612.88,383465312
2009-09-07,2625.24,2643.95,2615.05,2632.87,324820096
2009-09-08,2646.64,2663.14,2625.75,2654.26,574585984
2009-09-09,2657.12,2659.46,2640.92,2650.48,401617600
2009-09-10,2679.18,2707.24,2640.92,2682.02,734531200
2009-09-11,2694.29,2707.24,2676.05,2681.03,371269312
2009-09-14,2657.4,2661.39,2631.48,2636.45,417297984
2009-09-15,2651.97,2657.82,2638.18,2639.42,331643488
2009-09-16,2664.41,2683.87,2638.18,2677.67,448981888
2009-09-17,2699.12,2699.12,2672.6,2672.6,382744192
2009-09-18,2672.58,2699.12,2647.91,2647.91,346295200
2009-09-22,2654.77,2685.63,2654.77,2685.63,419989088
2009-09-23,2693.56,2698.99,2676.23,2685.94,388946400
2009-09-24,2681.74,2698.99,2658.39,2667.43,431586912
2009-09-25,2643.76,2674.38,2638.38,2663.62,296214016
2009-09-28,2649.7,2651.77,2623.01,2628.67,241471008
2009-09-29,2659.39,2674.87,2657.73,2663.83,327600288
2009-09-30,2681.69,2681.69,2634.91,2672.57,381724992
2009-10-01,2662.74,2665.5,2649.55,2657.44,287798496
2009-10-02,2620.45,2665.5,2599.69,2604.53,403128608
2009-10-05,2601.67,2601.67,2576.84,2593.82,364908608
2009-10-06,2613.01,2632.9,2603.2,2611.89,461005504
2009-10-07,2640.37,2647.22,2632.6,2634.63,446291392
2009-10-08,2645.23,2652.8,2630.73,2647.02,422227008
2009-10-09,2661.25,2661.82,2642.33,2652.51,286226496
2009-10-12,2671.81,2680.47,2663.35,2680.47,224619392
2009-10-13,2676.8,2687.52,2663.35,2668.4,260912304
